TimeStamp,Value
20220927134941,39.30639028549194
20220927134942,36.29697561264038
20220927134943,36.34604215621948
20220927134944,36.27653121948242
20220927134945,36.31742000579834
20220927134946,36.32150888442993
20220927134947,36.239731311798096
20220927134948,36.32150888442993
20220927134949,36.34195327758789
20220927134950,36.31742000579834
20220927134951,36.309242248535156
20220927134952,36.34604215621948
20220927134953,36.31333112716675
20220927134954,36.305153369903564
